image_path,label,category,split,xmin,ymin,xmax,ymax,width,height
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/101f310063aa873935f62ec5437ecee7.jpg,Su34,Military,train,0,0,949,662,1000,666
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1020abdf472a7aad1dce3937e04a8818.jpg,F35,Military,train,576,944,656,1020,1920,1280
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/102583b93f2fe5c87545cec8b70a0c9d.jpg,C390,Military,train,328,184,571,251,600,400
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1026e6b047cf12d83317070043934e50.jpg,Il76,Military,train,270,292,450,345,1024,768
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1026e6b047cf12d83317070043934e50.jpg,Il76,Military,train,369,299,513,345,1024,768
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1026e6b047cf12d83317070043934e50.jpg,Il76,Military,train,785,277,1016,352,1024,768
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1026e6b047cf12d83317070043934e50.jpg,Il76,Military,train,631,294,782,347,1024,768
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10279a403de112d41c851bc33b35447c.jpg,US2,Military,train,423,725,532,761,900,1200
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1027dff3a280dd5631eca247d12a1606.jpg,F4,Military,train,500,819,1444,1510,2830,1860
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1027dff3a280dd5631eca247d12a1606.jpg,F4,Military,train,2152,244,2417,369,2830,1860
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1027dff3a280dd5631eca247d12a1606.jpg,F16,Military,train,2206,181,2367,267,2830,1860
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1027dff3a280dd5631eca247d12a1606.jpg,F16,Military,train,1882,601,2504,987,2830,1860
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/102ba9b6de5872b164489ce9bb518e1d.jpg,Mirage2000,Military,train,359,240,1038,651,1400,1050
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/102dfd6004bc76a6b7fbdf7716940127.jpg,AH64,Military,train,481,77,570,191,1044,783
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/102dfd6004bc76a6b7fbdf7716940127.jpg,AH64,Military,train,428,455,637,578,1044,783
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1031d0ea9002cd95cddf917938dc0528.jpg,V280,Military,train,0,0,696,423,696,464
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/103656a54308a5596ecccf2fec1d11bf.jpg,J20,Military,train,411,415,1182,892,2000,1200
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/103722d652de0b04483139d42ae4682c.jpg,F16,Military,train,347,142,940,464,1280,720
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1039a66f22d20dc5b14b9c2e9d21ee6e.jpg,Rafale,Military,train,129,131,550,359,550,550
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/104008c8604fde4c2fc5e450d79f959e.jpg,F15,Military,train,1394,501,1846,688,2048,1151
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/104008c8604fde4c2fc5e450d79f959e.jpg,F15,Military,train,224,474,671,593,2048,1151
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/104336c6ac62b5eb971594adb0525ed3.jpg,KJ600,Military,train,295,89,645,173,690,388
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/104336c6ac62b5eb971594adb0525ed3.jpg,KJ600,Military,train,0,127,577,288,690,388
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10442f2b96656153d89dffaa0acf767c.jpg,Mi8,Military,train,1261,360,1875,762,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10442f2b96656153d89dffaa0acf767c.jpg,Mi8,Military,train,165,460,705,796,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1047c65f507638ef480c83178dc2fb57.jpg,F18,Military,train,53,148,990,333,1024,741
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1049092557c5121a4d4cd5c3c05661e3.jpg,Y20,Military,train,1227,543,1840,712,1920,1440
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1049092557c5121a4d4cd5c3c05661e3.jpg,Y20,Military,train,1319,951,1460,987,1920,1440
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1049092557c5121a4d4cd5c3c05661e3.jpg,Y20,Military,train,1029,997,1206,1043,1920,1440
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1049092557c5121a4d4cd5c3c05661e3.jpg,Y20,Military,train,569,919,811,982,1920,1440
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1049092557c5121a4d4cd5c3c05661e3.jpg,Y20,Military,train,55,888,357,1009,1920,1440
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1052751b2d1d0f4fb3144caf5e251556.jpg,Vulcan,Military,train,935,698,1057,739,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/105b2e56f7e5304b221290a6f128cb90.jpg,F22,Military,train,246,12,654,659,1000,667
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/105d18fc1fa15d4a8bca48e48736bc45.jpg,Mi24,Military,train,731,294,2555,1532,2951,1967
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1063d75ae17c4b959d943735f7455861.jpg,C130,Military,train,426,537,1638,795,3000,2000
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1064199fed0fe9208e3db985475a03a6.jpg,Su24,Military,train,342,35,917,598,1235,623
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1064bb9e3ab678515c2ab5e86dca5f00.jpg,Su57,Military,train,224,217,668,455,1000,667
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106551bd5a4f46066e6c60888b76ed94.jpg,Mig31,Military,train,3060,805,3633,1072,3840,2160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106551bd5a4f46066e6c60888b76ed94.jpg,Mig31,Military,train,853,940,1105,1105,3840,2160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106641eb1cbca3d7c605f62439ad8cba.jpg,P3,Military,train,138,275,1445,652,1790,1166
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1067121ad21e958a851d8fbd5f819a43.jpg,V22,Military,train,480,145,647,214,1000,714
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106a9f3b5e00e5610717b3918d743119.jpg,P3,Military,train,1145,1336,2348,1707,4096,2731
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106b1104b70a01b324cacc1aecb2d301.jpg,V22,Military,train,380,601,692,769,900,1200
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106bba86af23ce2d62b702d490c7f2c5.jpg,B52,Military,train,231,70,353,115,819,1024
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106f10d2f7100d81cfb89433986e7e65.jpg,F15,Military,train,406,152,743,509,1920,747
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/106f10d2f7100d81cfb89433986e7e65.jpg,F15,Military,train,477,129,659,593,1920,747
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1071ee893b9bec2ceb1b66212358db90.jpg,P3,Military,train,462,129,771,217,1200,960
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1073e3ec095b530abf20f625fa44abce.jpg,Mig31,Military,train,1244,1861,1859,2306,4096,2448
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10760d8652665667d73573e3135699ae.jpg,CL415,Military,train,243,20,1108,684,1280,853
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1076bfff0c67c5ead026b468000748e0.jpg,CL415,Military,train,466,225,705,342,1536,864
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107c669a41988113ed310bc06f75598e.jpg,B1,Military,train,1826,541,2221,677,2776,2180
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107c669a41988113ed310bc06f75598e.jpg,F22,Military,train,198,688,364,758,2776,2180
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107c669a41988113ed310bc06f75598e.jpg,F22,Military,train,555,655,718,717,2776,2180
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107c669a41988113ed310bc06f75598e.jpg,F22,Military,train,1097,615,1256,677,2776,2180
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107c669a41988113ed310bc06f75598e.jpg,F22,Military,train,858,641,1018,701,2776,2180
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107f5662ab7b9f361f8870008b557855.jpg,F22,Military,train,1651,1106,1930,1171,3000,2000
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107f5662ab7b9f361f8870008b557855.jpg,F22,Military,train,0,1034,208,1144,3000,2000
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107f5662ab7b9f361f8870008b557855.jpg,C2,Military,train,243,469,2834,1215,3000,2000
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107f693ac6205fe9852eb1def87ec535.jpg,F16,Military,train,491,1171,614,1265,2515,1647
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/107fca52bbcaa5af67ea2f0b9a6f898c.jpg,Su25,Military,train,0,41,1024,683,1024,683
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10842d50371346c681ff32f637880546.jpg,F14,Military,train,618,265,761,315,1296,824
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10868d2eb9014b58e17804bb93fd7977.jpg,Tornado,Military,train,114,27,1150,824,1280,853
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10869a25ff8229d9254e8ea357a001ca.jpg,F15,Military,train,682,808,723,856,1536,2048
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10869a25ff8229d9254e8ea357a001ca.jpg,F15,Military,train,847,798,888,846,1536,2048
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1087957a121cf3eab37b8eb680d5a98c.jpg,Mi24,Military,train,212,222,620,361,720,480
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/108cfee04a887f6c15b03b19a1270fbb.jpg,CL415,Military,train,556,354,590,368,1111,738
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/108e3a200787493e7779457ad03c2697.jpg,Tu160,Military,train,267,210,787,320,960,539
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/108f391a95e470b57b0e704f19affab9.jpg,KC135,Military,train,1640,676,2863,1089,4096,3072
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10946ac1f135dd1271d2080dc75410fa.jpg,E7,Military,train,24,182,1008,565,1024,769
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/109cc42c6019e354529c784af5373803.jpg,B2,Military,train,200,534,1029,624,2270,1216
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/109cc42c6019e354529c784af5373803.jpg,B2,Military,train,97,680,638,787,2270,1216
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/109cc42c6019e354529c784af5373803.jpg,B2,Military,train,709,718,1306,836,2270,1216
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/109cc42c6019e354529c784af5373803.jpg,B2,Military,train,1263,599,2194,707,2270,1216
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a384582578d75f4d88907d2050a40d.jpg,AG600,Military,train,166,306,595,481,1620,1080
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a384582578d75f4d88907d2050a40d.jpg,AG600,Military,train,386,380,848,573,1620,1080
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a384582578d75f4d88907d2050a40d.jpg,AG600,Military,train,641,467,1143,686,1620,1080
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a384582578d75f4d88907d2050a40d.jpg,AG600,Military,train,972,572,1520,821,1620,1080
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a7b2356d0240ae85e59fd757c7aefa.jpg,Rafale,Military,train,981,489,1158,556,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a7b2356d0240ae85e59fd757c7aefa.jpg,Tejas,Military,train,695,587,1016,705,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a7b2356d0240ae85e59fd757c7aefa.jpg,EF2000,Military,train,1685,495,1886,573,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10a7b2356d0240ae85e59fd757c7aefa.jpg,EF2000,Military,train,122,461,303,533,2048,1365
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10aaa76d25e6613e6d2eb8d6ecd9a379.jpg,EF2000,Military,train,1203,964,1300,1013,2048,1536
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10aaa76d25e6613e6d2eb8d6ecd9a379.jpg,EF2000,Military,train,584,403,700,465,2048,1536
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10ae77c7e0b76d50578c761f01a18854.jpg,F18,Military,train,1042,489,1204,528,1741,1024
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10ae77c7e0b76d50578c761f01a18854.jpg,B52,Military,train,482,508,962,639,1741,1024
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10b0bee340f38fae962c0a2c4ac2b108.jpg,Su25,Military,train,534,189,770,272,960,640
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10b0bee340f38fae962c0a2c4ac2b108.jpg,Su25,Military,train,199,185,663,365,960,640
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10b5be01a0076494be580195fba068b9.jpg,A400M,Military,train,93,79,1222,535,1300,865
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10bd2e3f552d99ebe4a7daa9ec70bdbc.jpg,JAS39,Military,train,437,26,1003,609,2480,1754
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10bd2e3f552d99ebe4a7daa9ec70bdbc.jpg,JAS39,Military,train,1461,30,2010,630,2480,1754
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10be11c0ff185545ec08efb437d59aa6.jpg,F15,Military,train,138,825,3149,1761,4096,2713
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10be11c0ff185545ec08efb437d59aa6.jpg,F15,Military,train,1526,868,2844,1232,4096,2713
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10be4c5b5706694219a90ea33e261cd9.jpg,A10,Military,train,1889,817,2048,939,2048,1638
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10be4c5b5706694219a90ea33e261cd9.jpg,A10,Military,train,0,510,2021,1170,2048,1638
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10be4c5b5706694219a90ea33e261cd9.jpg,F16,Military,train,783,559,881,596,2048,1638
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10bf1cb11782141ba512b237f544d098.jpg,J10,Military,train,240,274,1104,581,1280,720
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10bf1cb11782141ba512b237f544d098.jpg,J10,Military,train,277,111,1042,366,1280,720
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c385a420faae4de693c78cfffbc87d.jpg,AG600,Military,train,402,384,1076,601,1076,799
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c4cb7e678a08be3ea77a41aebe421a.jpg,F4,Military,train,9,79,451,201,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c4cb7e678a08be3ea77a41aebe421a.jpg,F4,Military,train,361,213,795,333,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c4cb7e678a08be3ea77a41aebe421a.jpg,F4,Military,train,763,364,1189,480,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c4cb7e678a08be3ea77a41aebe421a.jpg,F4,Military,train,425,480,842,593,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c4cb7e678a08be3ea77a41aebe421a.jpg,F4,Military,train,87,623,497,735,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10c7af2ba2c031f7816e2a71c66a8d3e.jpg,Tu160,Military,train,257,125,473,185,498,360
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10d36b8ba6a444e71cf6ab14d4d3817c.jpg,C17,Military,train,527,202,649,244,1200,790
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10d37edf9aa6814b616cf884dffd5efd.jpg,F15,Military,train,107,210,795,510,1024,671
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10d4ea936b693664283fed3d7ff68a5e.jpg,An22,Military,train,171,208,964,402,1100,629
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10da402aefeaa1e06204db89c250daf8.jpg,US2,Military,train,147,342,405,408,1200,800
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e60967aca85f9ca95671c07763ab2b.jpg,Mig29,Military,train,627,247,806,617,1280,857
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e909145b2869b69d162fa8ae78aaef.jpg,F16,Military,train,634,382,769,584,1366,911
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e9ffcdacba7ebe0a8973d40aa87ecc.jpg,C130,Military,train,1843,96,1905,166,3522,1822
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e9ffcdacba7ebe0a8973d40aa87ecc.jpg,C130,Military,train,1726,200,1789,271,3522,1822
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e9ffcdacba7ebe0a8973d40aa87ecc.jpg,B52,Military,train,449,477,540,574,3522,1822
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10e9ffcdacba7ebe0a8973d40aa87ecc.jpg,B52,Military,train,551,345,643,442,3522,1822
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10ed13853f7c7eec9cd98c0990975303.jpg,C5,Military,train,64,465,3000,1355,3000,1687
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10ee1bfae417ed4f931e866cb0651736.jpg,C130,Military,train,0,0,4096,1740,4096,2734
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10f6934880faca8e36c32e8933f3171c.jpg,Su24,Military,train,305,256,332,283,600,399
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10f69dc9491df46ad1ea0468ecf36930.jpg,RQ4,Military,train,246,298,718,362,960,640
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/10fe9caf027d223b9877e3c0e1eb7e5b.jpg,C2,Military,train,18,915,352,1027,721,1200
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1104c1ca841890a00b70f1d9f17a6ab9.jpg,Vulcan,Military,train,0,422,2560,1516,2560,1707
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1110298d7dc8d6ba7e8d122b8a24316d.jpg,J50,Military,train,390,966,509,1025,999,1638
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,415,203,626,391,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,640,260,850,450,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,877,339,1083,525,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,1102,387,1306,571,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,1329,442,1532,626,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1111467d306ca04e3d9c55f26542090c.jpg,Su25,Military,train,1569,512,1768,691,1880,1160
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a142cd1a33fa452ec3721bbec75d0.jpg,C130,Military,train,366,372,393,391,889,571
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a142cd1a33fa452ec3721bbec75d0.jpg,C130,Military,train,557,253,704,346,889,571
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a61b56e3a4390284482cc7f96c973.jpg,WZ9,Military,train,942,290,1284,740,1440,810
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a61b56e3a4390284482cc7f96c973.jpg,WZ9,Military,train,349,471,551,739,1440,810
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a61b56e3a4390284482cc7f96c973.jpg,WZ7,Military,train,598,223,709,368,1440,810
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/111a988bc0caa8ff369969d24352704f.jpg,Mig31,Military,train,312,289,644,420,1000,755
/Users/marwahfaraj/.cache/kagglehub/datasets/a2015003713/militaryaircraftdetectiondataset/versions/95/dataset/1122c8ce2e62e54bfe643f711b6d0da5.jpg,F15,Military,train,250,515,629,751,720,1280
